dosen_fasilkom,h_index,full_name,id_author,funding,sum_paper
no,3,Vina Ayumi,56595279700,Hibah PITTA - Universitas Indonesia,1
no,3,Vina Ayumi,56595279700,Center of Excellence for Higher Education Research Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,1
no,3,L. M. Rasdi Rere,57188509100,Center of Excellence for Higher Education Research Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,1
no,3,Elin Cahyaningsih,56595080500,PUPT Research Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,1
no,2,Ilham Kusuma,57193830084,Hibah PITTA - Universitas Indonesia,1
no,3,Hadaiq R. Sanabila,35796300700,Hibah PITTA - Universitas Indonesia,1
no,3,Hadaiq R. Sanabila,35796300700,The United States Agency for International Development (USAID),1
no,4,Hanif Arief Wisesa,57189234078,Hibah PITTA - Universitas Indonesia,1
no,4,Hanif Arief Wisesa,57189234078,Hibah Riset Awal -  Universitas Indonesia and Directorate of Higher Education MP3EI,1
no,7,Budi Wiweko,43061741400,Hibah PITTA - Universitas Indonesia,1
no,4,Lisa Raymond,7102737492,The National Science Foundation,1
no,47,Peter Howard Wiebe,7005575114,The National Science Foundation,1
no,4,Adam I. Shepherd,56113121200,The National Science Foundation,1
no,1,Gayuh Prima Pikarti,57192377502,Multi-discipline Research Grant - Universitas Indonesia,1
no,1,Agung Terminanto,55932622400,Post Doctoral Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,1
no,2,Yuanisa Ditari,55320586000,Faculty of Computer Science - Universitas Indonesia,1
no,0,H. A. Swantoro,57200114199,Post Doctoral Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,1
no,1,Fitriyani,57208282567,Post Doctoral Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,1
no,1,Rahmi Johanes,57193826162,Hibah PITTA - Universitas Indonesia,1
no,1,Made Ayu Aristyana Dewi,57193689248,Hibah PITTA - Universitas Indonesia,1
no,2,Edson Yahuda Putra,57192379966,Multi-discipline Research Grant - Universitas Indonesia,1
no,9,Pornthep Anussornnitisarn,16309200100,Faculty of Computer Science - Universitas Indonesia,1
no,1,Siti Ina Sakinah,57194029220,Hibah PITTA - Universitas Indonesia,1
no,1,Siti Ina Sakinah,57194029220,Reliable Software Engineering (RSE) Laboratory - Universitas Indonesia,1
no,0,Hafiyyan Sayyid Fadhlillah,57207302399,Hibah PITTA - Universitas Indonesia,1
no,0,Hafiyyan Sayyid Fadhlillah,57207302399,Reliable Software Engineering (RSE) Laboratory - Universitas Indonesia,1
no,0,Andri Kurniawan,57203204096,Hibah PITTA - Universitas Indonesia,1
no,0,Andri Kurniawan,57203204096,Reliable Software Engineering (RSE) Laboratory - Universitas Indonesia,1
no,1,Riski Yuliansyah,57202131034,Hibah PITTA - Universitas Indonesia,1
no,9,Pornthep Anussornnitisarn,16309200100,Hibah PITTA - Universitas Indonesia,1
no,4,Peng Ji,55426308900,The National Science Foundation,1
no,11,Dwi Hendratmo Widyantoro,6602725346,Post Doctoral Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,1
no,2,Arfive Gandhi,57188979780,Hibah PIT9 - Universitas Indonesia,1
no,2,Arfive Gandhi,57188979780,MCIT Republic of Indonesia,1
no,2,Arfive Gandhi,57188979780,KOICA Republic of Korea,1
no,1,Dona Kartika,57203206258,Hibah PITTA - Universitas Indonesia,1
no,1,M. Octaviano Pratama,57207806424,Hibah PITTA - Universitas Indonesia,1
no,1,Ruci Meiyanti,57203138269,Hibah PITTA - Universitas Indonesia,1
no,8,Tati Latifah Rajab Mengko,14019972600,Post Doctoral Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,1
no,1,Rika Kharlina Ekawati,39761245500,Hibah PITTA - Universitas Indonesia,1
no,2,Oemie Kalsoem,56906981800,Post Doctoral Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,1
no,1,Winangsari Pradani,56703537300,Hibah PITTA - Universitas Indonesia,1
no,2,Mochamad Wahyudi,57144449500,Post Doctoral Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,1
no,0,Muhammad Baharudin Jusuf,57194717741,Hibah PITTA - Universitas Indonesia,1
no,0,Nilamsari Putri Utami,57202151978,Hibah PITTA - Universitas Indonesia,1
no,1,Rito Septi Tombe,57202154279,Hibah PITTA - Universitas Indonesia,1
no,6,Radu Muschevici,24768359400,Hibah PITTA - Universitas Indonesia,1
no,6,Radu Muschevici,24768359400,Reliable Software Engineering (RSE) Laboratory - Universitas Indonesia,1
no,1,Reza Mauliadi,57193693925,Hibah PITTA - Universitas Indonesia,1
no,9,Michelle Cheatham,13806682500,The National Science Foundation,1
no,32,Pascal Hitzler,8876646400,Fundação para a Ciência e a Tecnologia,1
no,1,Sumarsih Condroayu Purbarani,57188977443,Hibah PITTA - Universitas Indonesia,1
no,1,Sumarsih Condroayu Purbarani,57188977443,The United States Agency for International Development (USAID),1
no,1,Syaiful Reyneta Carissa Anwar,57204343112,Hibah PITTA - Universitas Indonesia,1
no,2,Lu Zhou,56318688900,The U.S. National Science Foundation’s EarthCube,1
no,9,Michelle Cheatham,13806682500,The U.S. National Science Foundation’s EarthCube,1
no,3,Md Kamruzzaman Sarker,57191668076,The German Research Foundation (DFG),1
no,1,Reza Mauliadi,57193693925,Reliable Software Engineering (RSE) Laboratory - Universitas Indonesia,1
no,6,David Carral,55813191900,The German Research Foundation (DFG),1
no,7,Tom Narock,6504641182,The National Science Foundation,1
no,7,Yingjie Hu,56442825900,The National Science Foundation,1
no,6,Robert A. Arko,7003524142,The National Science Foundation,1
no,34,Suzanne M.C. Carbotte,6701464856,The National Science Foundation,1
no,6,Cynthia L. Chandler,14014149800,The National Science Foundation,1
no,32,Pascal Hitzler,8876646400,The German Research Foundation (DFG),1
no,32,Pascal Hitzler,8876646400,The U.S. National Science Foundation’s EarthCube,1
no,32,Pascal Hitzler,8876646400,The Air Force Office of Scientific Research,1
no,32,Pascal Hitzler,8876646400,The Dayton Area Graduate Studies Institute (DAGSI),1
no,0,Quinn Hirt,57203409198,The Air Force Office of Scientific Research,1
no,0,Quinn Hirt,57203409198,The Dayton Area Graduate Studies Institute (DAGSI),1
no,3,Nazifa Karima,56413035400,The National Science Foundation,1
no,3,Nazifa Karima,56413035400,The Air Force Office of Scientific Research,1
no,3,Nazifa Karima,56413035400,The Dayton Area Graduate Studies Institute (DAGSI),1
no,0,Aaron Eberhart,57203407861,The Air Force Office of Scientific Research,1
no,0,Aaron Eberhart,57203407861,The Dayton Area Graduate Studies Institute (DAGSI),1
no,3,Cogan Shimizu,57197732226,The Air Force Office of Scientific Research,1
no,3,Cogan Shimizu,57197732226,The Dayton Area Graduate Studies Institute (DAGSI),1
no,1,Herley Shaori Al-Ash,57205062769,Hibah PITTA - Universitas Indonesia,1
no,0,Mei Silviana Saputri,57204431698,Hibah PITTA - Universitas Indonesia,1
no,1,Moh Afifun Naily,57200656560,Reliable Software Engineering (RSE) Laboratory - Universitas Indonesia,1
no,1,Moh Afifun Naily,57200656560,Hibah PITTA - Universitas Indonesia,1
no,1,Tomi Sirait,57189247598,KOICA Republic of Korea,1
